,productName,brand,price,fabricType,closureType,countryOfOrigin,describe,productDescription,ratings,rate
871,Helly-Hansen 33996 Men's QD Cargo Pant, Helly-Hansen,90.0,"94% Polyamide, 6% Elastane",Zipper,Vietnam,Quick Dry Ripstop,"The qd cargo is a favorite softshell cargo pant utilizing a light but sturdy softshell material that dries super fast. Plenty of pockets space with cargo pockets added to both sides and a comfortable fit with just the right amount of stretch. A favorite among sailors and travelers due to its compact pack size, style and versatility.",33.0,4.3
872,G-STAR Men's 3301 Slim Fit Jeans, G-STAR,160.0,"99% Cotton, 1% Elastane",Button,India,"G-Star Raw Men’s 3301 Slim Fit Jeans, Classic 5 Pocket Design, Medium Weight, Slim Legs, Fitted Waist, Short Rise Front, Regular Back, Sustainable, Soft Stretch Finish, Button Closure","The G-Star 3301 Slim Fit Jeans feature a classic 5-pocket construction inspired by authentic Western denim, updated with a slimmer leg for a clean look. The 3301 is a classic 5-pocket jean and represents the cleanest style in the G-Star denim range. Based on the classic workwear jean known for its ‘non-fit’, the 3301 is a wardrobe staple. Its name is derived from the fabric and color code of the first raw denim introduced by G-Star in 1996. Slim Fit: Tight waist, short rise front, regular rise back, tight from thigh to hem. Made from our Burten Stretch Denim, a 9.8oz denim with a soft and stretchy finish thanks to a 3x1 right hand twill construction and a smart blend of fibers for added comfort and ease of movement. Sustainable sulphur dye method from DyStar. This jean is RAW Sustainable. RAW Sustainable garments are made of materials that contribute towards minimizing the environmental impact of the G-Star collection. By buying cotton products from G-Star Raw, you're supporting more sustainable cotton farming through the Better Cotton Initiative.",3629.0,4.2
873,Polo Ralph Lauren Mens Interlock Track Pants, POLO RALPH LAUREN,77.77,100% Cotton,Zipper,Không xác định,Fabric: Heavyweight jersey,Không có,Không có,Không có
874,Milwaukee Leather MDM5000 Men's Black Armored Motorcycle Riding Denim Jeans Reinforced with Aramid Fibers, Milwaukee Leather,104.99,100% Cotton,Zipper,Pakistan,"✅ Motorcycle Armored Riding Jeans || Our Armored Motorcycle Jeans are Made Of 90 % 14.5oz Premium Cotton Denim Outer Shell With 10% Genuine DuPont KEVLAR Aramid Fiber Thread in High-Impact Areas. DuPont and KEVLAR are Trademarks of Affiliates of DuPont De Nemours, Inc. Our Men's Biker Pants Features Standard Zipper Fly and Button Closure made of Genuine YKK Zipper Closure. The Cotton Material Gives the Motorcycle Riding Jeans a Classic Look with Protection.",Milwaukee Leather MDM5000 Men's Black Armored Denim Jeans Reinforced with Aramid by DuPont Fibers,84.0,4.1
875,Ariat mens Rebar M4 Relaxed Durastretch Workhorse Boot Cut Jean, ARIAT,69.95,100% Cotton,Button,Mexico,"Relaxed through waist, hip and thigh","The Rebar M4 Low Rise DuraStretch Workhorse Boot Cut Jeans by Ariat are designed for men and can keep up with your active lifestyle. Wear them to the workplace or out on the weekend, these jeans can handle everything with ease. They feature a design that is low rise and relaxed through the waist, hip, and thigh. With a boot cut design, these work jeans are durable and sure to create an authentic style statement. They are made with a fabric blend of cotton, poly, spandex. The Workhorse jeans are styled with anchored belt loops, flat hammer loop, extra deep front pockets, and utility pockets. Available in different sizes, you can team up this pair of jeans with your favorite T-shirt and boots to create a perfect work ensemble.",253.0,4.4
876,Nautica Men's Knit Jogger with Graphic Logo, Nautica,43.37,Machine Wash,Cuffed,Vietnam,"55% cotton, 45% polyester",Không có,177.0,4.5
877,Brooks Brothers Men's Performance Golf Chino Pants, Brooks Brothers,81.64,"59% Cotton, 35% Polyester, 6% Elastane",Zipper,Vietnam,This versatile performance pant is a winner both on the course and off,"This versatile performance pant is a winner both on the course and off. Designed with with quick drying fabrication with UV protection, offering the utmost in performance and comfort mobility.",Không có,Không có
878,Lee mens Regular Fit Straight Leg Jean, Lee,34.9,100% Cotton,Button,Mexico,"REGULAR FIT. This classic jean sits at the waist and features a straight fit through the seat, leg, and thigh. Made with a 16-inch leg opening, this regular fit jean provides a tailored look that keeps you comfortable all day long.",Không có,18084.0,4.5
879,"True Religion mens Metallic Horseshoe Jogger Sweatpants, Black, X-Large US", True Religion,59.56,"60% Cotton, 40% Polyester",Drawstring,China,Soft Cotton Blend,"The Metallic Horseshoe Jogger is perfect for non denim days. Designed from a comfy cotton blend, this men's jogger style sweatpant features an elasticized drawstring waistband, hip pockets, back pocket, and a tapered ankle.",Không có,Không có
880,"Haggar Men's Premium Stretch Tailored Fit Subtle Pattern Suit Separates Jackets, Camel-Pant, 40Wx30L", Haggar,50.48,"68% Polyester, 29% Viscose, 3% Elastane",Bangladesh,Không xác định,SUIT SEPARATES: Find your perfect fit! This Glen Plaid tailored fit suit pant is intended to be worn with the coordinating suit jacket. Simply choose your size for the suit pant and suit jacket and add each item to your cart separately,"Indulge in the epitome of suave sophistication with the J.M. Haggar™ Tailored Fit Glen Plaid Suit Separate Pant – a testament to meticulous tailoring and contemporary style. The tailored fit coupled with a premium flex waistband ensures a flawless silhouette that effortlessly combines comfort and elegance. The hook & bar closure, plain front, and off-seam front pockets contribute to a sleek and polished appearance, while the double welt button-through back pockets add a touch of refined detailing. Embrace the medium Glen Plaid pattern, making these pants a versatile wardrobe essential that transitions seamlessly from boardroom to social engagements with unparalleled confidence.",1.0,Không có
881,Columbia Men's Newton Ridge Ii Pant, Columbia,47.99,"95% Nylon, 5% Elastane",Button,Bangladesh,"OMNI-SHIELD — RELEASE : Go ahead, try and get dirty. For fishing, hunting, and exposure to wet/messy environments, these pants repel fluids and resist tough stains with advanced stain-releasing yarns that dry quicker and stay cleaner.","Made with lightweight stretch nylon, these versatile pants are ones you'll reach for again and again. They’re treated with Omni-Shield technology to repel fluids and stains. Whether you’re fishing, hunting, or hiking through muck, you’ll love how these pants dry quicker and stay cleaner. Look for hook and loop closures on the cargo pocket, two hand pockets, and a zippered security pocket to keep small essentials at the ready. Columbia offers these pants in multiple colors and sizes. Active Fit.",Không có,Không có
882,Timberland PRO Men's 8 Series Work Pant with Mimix, Timberland PRO,53.66,"68% Cotton, 30% Polyester, 2% Elastane",Button,Mexico,Modern fit with an enhanced range of motion,"Made with tough material, yet easy to move and stretch, Timberland PRO Work Pants feature durable fabrics, built-in articulation and pockets in all the right places. Workdays just got a little easier. Built on a tradition of craftsmanship and innovation, the Timberland PRO brand helps you conquer your work day. We know what you wear is as important as the tools you use. We also know that what's needed to get the job done is always changing, so our footwear and apparel are always evolving, engineered with technologies to proved the very best in comfort, durability and performance - all day long. While Timberland PRO Work Apparel looks great on the job, it's the details that make them really stand out. From moisture-wicking fabrics that feel great against the skin, to tagless neck labels and hidden cell phone pockets, we've built in quality from head to toe.",74.0,4.6
883,Red Kap Men's Plain Front Short, Red Kap,21.99,"65% Polyester, 35% Combed Cotton",Zipper,China,"Soft, comfortable fabric","With these classic work shorts, you can always expect them to be comfortable and look like new, day after day, whether you work in maintenance, transportation, or construction or a number of other trades. Their soft fabric and slim fit keep you comfortably relaxed. And caring for them is hardly work at all. The soft fabric’s stain-resistant technology lets go of each day’s soil, dirt and grease while retaining their vibrant color. These comfortable, stain resistant, color-retaining work shorts will serve you well while you’re hard at work.",857.0,4.2
884,"Dickies Men's Loose Fit Double Knee Work Pants, Dark Navy", Dickies,25.0,"65% Polyester, 35% Cotton",Zipper,Mexico,Reinforced knees,"Our Dickies Men's Loose Fit Double Knee Work Pants work double-time in comfort so you can stay comfortable and focused on doing your work. The twill blend adds durability and is easy to care for. These pants feature reinforced knees for even more durability, as well as a high-rise waist and relaxed fit, with a classic straight leg. And the wide-tunnel belt loops are sturdy and can handle a heavy belt. These Double Knee Work Pants also have welt back pockets that stay securely closed, and a front multiuse pocket, too.",Không có,Không có
885,Rock & Republic Mens Relaxed Straight Jean, Rock & Republic,27.41,"99% Cotton, 1% Elastane",Zipper,Bangladesh,"RELAXED FIT. Casual and comfortable, these men's jeans are built with a relaxed fit through the hip and thigh for unrestricted movement and a casual look.",Không có,1424.0,4.6
886,Under Armour Men's Accelerate Off-Pitch Soccer Pants, Under Armour,53.72,Zipper,Tapered,Malaysia,"UA Microthread fleece fabric constructed with an ultra-soft feel, natural stretch & breathable performance Material wicks sweat & dries really fast Half back ribbed waistband with working fly & snap closure Secure, zip hand pockets Tapered leg fit with extended ribbed cuffs Inseam: 28""","UA Microthread fleece fabric constructed with an ultra-soft feel, natural stretch & breathable performance. Material wicks sweat & dries really fast. Half back ribbed waistband with working fly & snap closure. Secure, zip hand pockets. Tapered leg fit with extended ribbed cuffs. Inseam: 28"".",23.0,4.4
887,Ariat mens Fr M4 Relaxed Duralight Ripstop Boot Cut Pant, ARIAT,154.95,"80% Other Fibers, 20% Modacrylic",Zipper,Mexico,Cat 2,"For reliable protection and durability at an ultralight weight, Ariat FR introduces the DuraLight Rip stop Pant. Offering inherent, moisture-wicking fabric and multi-function pockets, this is the ultimate in flame-resistant work pants.",118.0,4.2
888,Carhartt Men's Rugged Flex Relaxed Fit Canvas Work Short, Carhartt,39.98,100% Cotton,Zipper,Không xác định,Rugged Flex durable stretch technology for ease of movement,Carhartt Men's Rugged Flex Relaxed Fit Canvas Work Short,3535.0,4.6
889,Buffalo David Bitton Men's Loose Fit Matt, Buffalo David Bitton,119.0,"80% Cotton, 20% Recycled Cotton",Button,United Arab Emirates,These classic black straight-leg jeans will become a wardrobe staple,"Buffalo creates fashionable clothing that defines you. These loose-fit jeans are perfect for casual workdays or nights out, are made from high-quality cotton, and come in a wide variety of washes. They feature a loose, unrestricted fit, 5 pockets, belt loops, a zipper fly, and single-button fastening.Wash these men’s jeans only every 8–10 wears to help reduce your planet impact and extend their life. Machine wash in cold water with like colors. Do not bleach. Tumble dry on low or hang dry. Jeans using a natural indigo dye may bleed. Wear with care.At Buffalo, each piece of fashion we make moves us forward. Through a deep understanding of our product life cycle and our commitment to repurposing waste to make new fabrics and materials, we ensure that our garments contribute to supporting the world we live in.Buffalo was born of fashion in 1972. Since our beginnings in France, the birthplace of denim, our denim has always been a means of expression. We dress you from the “bottoms up” with the perfect fits, finest fabrics, and timeless washes while having a responsible impact. This is who we are. We are Denim.",40.0,Không có
